trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
419,False,"{'a': 0.75, 'e': 0.6704360506828508}",20,3,-81.60351566877549,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
420,False,"{'a': 0.75, 'e': 0.6689507761631859}",20,4,-44.3353715813983,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
421,False,"{'a': 0.75, 'e': 0.6674628258413081}",25,0,-113.96638798700802,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
422,False,"{'a': 0.75, 'e': 0.665972205669017}",25,0,-33.86047707152124,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
423,False,"{'a': 0.75, 'e': 0.6644789216087912}",35,25,2.56603046452448,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.75, 'e': 0.6629829796337648}",20,12,4.918462560138118,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.661484385727704}",30,0,-131.27484389875255,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
426,False,"{'a': 0.75, 'e': 0.6599831458849822}",20,0,-45.39272802796231,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
427,False,"{'a': 0.75, 'e': 0.6584792661105568}",25,0,-152.07094588039678,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
428,False,"{'a': 0.75, 'e': 0.656972752419945}",20,0,-184.4873586217602,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
429,False,"{'a': 0.75, 'e': 0.6554636108391995}",20,11,5.357672160198545,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.6539518474048844}",35,0,-56.025065753135955,"{0: 26, 1: 4, 2: 4, 3: 1, 4: 0}",0
431,False,"{'a': 0.75, 'e': 0.6524374681640519}",20,1,-69.97308443336262,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
432,False,"{'a': 0.75, 'e': 0.6509204791742165}",20,0,-13.040393267193133,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
433,False,"{'a': 0.75, 'e': 0.6494008865033323}",30,0,-5.108161876813373,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
434,False,"{'a': 0.75, 'e': 0.647878696229768}",20,0,-91.44156218745073,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
435,False,"{'a': 0.75, 'e': 0.6463539144422825}",25,8,3.5601220339061657,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.75, 'e': 0.6448265472400012}",30,0,-58.3654961709711,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
437,False,"{'a': 0.75, 'e': 0.6432966007323906}",25,7,-45.78511605881507,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
438,False,"{'a': 0.75, 'e': 0.6417640810392349}",20,5,-21.48021770700532,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
439,False,"{'a': 0.75, 'e': 0.6402289942906106}",30,0,-56.79890219621216,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
440,False,"{'a': 0.75, 'e': 0.6386913466268629}",25,13,-3.1161770510031785,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.75, 'e': 0.6371511441985802}",20,3,15.97359721213849,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.6356083931665703}",35,9,-22.26225771463558,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.6340630997018352}",25,5,-86.15590196358687,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
444,False,"{'a': 0.75, 'e': 0.6325152699855466}",20,8,-76.42062085174167,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 1}",1
445,False,"{'a': 0.75, 'e': 0.6309649102090216}",25,10,-11.14230293204199,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.6294120265736969}",20,0,-16.75993718860928,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.75, 'e': 0.6278566252911051}",25,0,-99.70698753735493,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
448,False,"{'a': 0.75, 'e': 0.6262987125828494}",25,0,-89.28756358518459,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
449,False,"{'a': 0.75, 'e': 0.6247382946805784}",20,0,-24.41704569484666,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
450,False,"{'a': 0.75, 'e': 0.6231753778259617}",25,9,-55.19347455481752,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
451,False,"{'a': 0.75, 'e': 0.6216099682706644}",25,0,-77.03912871325522,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
452,False,"{'a': 0.75, 'e': 0.620042072276323}",30,0,-31.960650229260917,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
453,False,"{'a': 0.75, 'e': 0.6184716961145192}",30,18,-18.012358586270754,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.6168988460667556}",25,8,-12.664585400465448,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.75, 'e': 0.6153235284244302}",30,0,-123.31354251682838,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
456,False,"{'a': 0.75, 'e': 0.6137457494888116}",25,0,-58.60026404514193,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
457,False,"{'a': 0.75, 'e': 0.6121655155710133}",20,0,-38.71984873313543,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
458,False,"{'a': 0.75, 'e': 0.6105828329919689}",20,0,12.62373247683171,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.75, 'e': 0.6089977080824067}",20,15,9.00102423946075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.75, 'e': 0.6074101471828242}",25,0,-89.6310029407091,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
461,False,"{'a': 0.75, 'e': 0.6058201566434628}",30,0,-123.45197313607335,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
462,False,"{'a': 0.75, 'e': 0.6042277428242826}",25,1,-116.09058135449985,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 2}",1
463,False,"{'a': 0.75, 'e': 0.6026329120949367}",25,12,-28.681723125103993,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
464,False,"{'a': 0.75, 'e': 0.6010356708347461}",20,0,-42.96819104259389,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
465,False,"{'a': 0.75, 'e': 0.5994360254326734}",25,0,-51.33211342248218,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
466,False,"{'a': 0.75, 'e': 0.5978339822872982}",20,0,-38.42476813022583,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
467,False,"{'a': 0.75, 'e': 0.596229547806791}",25,0,-123.40339043405884,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
468,False,"{'a': 0.75, 'e': 0.5946227284088875}",20,9,9.303842425848636,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.5930135305208633}",25,4,-77.25746334552771,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 2}",1
470,False,"{'a': 0.75, 'e': 0.5914019605795077}",20,0,-2.151514117970109,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
471,False,"{'a': 0.75, 'e': 0.5897880250310982}",25,20,7.176199826115115,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.75, 'e': 0.588171730331375}",20,2,-61.73060278667386,"{0: 12, 1: 4, 2: 0, 3: 1, 4: 1}",1
473,False,"{'a': 0.75, 'e': 0.5865530829455147}",20,0,-47.41376372806775,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
474,False,"{'a': 0.75, 'e': 0.5849320893481047}",25,4,-48.50341899021604,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
475,False,"{'a': 0.75, 'e': 0.5833087560231173}",25,5,-110.96841835986399,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",1
476,False,"{'a': 0.75, 'e': 0.5816830894638835}",25,0,-77.6280419375596,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
477,False,"{'a': 0.75, 'e': 0.5800550961730674}",25,0,-60.111107701859055,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
478,False,"{'a': 0.75, 'e': 0.57842478266264}",20,0,3.225860058943748,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
479,False,"{'a': 0.75, 'e': 0.5767921554538531}",25,0,-2.1793230588582078,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
480,False,"{'a': 0.75, 'e': 0.5751572210772136}",20,0,-88.88725745392976,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
481,False,"{'a': 0.75, 'e': 0.5735199860724567}",20,0,-10.959197132188772,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
482,False,"{'a': 0.75, 'e': 0.5718804569885201}",25,0,-19.99923887962601,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
483,False,"{'a': 0.75, 'e': 0.570238640383518}",20,0,-61.698624921170854,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
484,False,"{'a': 0.75, 'e': 0.5685945428247148}",20,0,4.268951295944219,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
485,False,"{'a': 0.75, 'e': 0.5669481708884984}",20,0,-39.398621069155425,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
486,False,"{'a': 0.75, 'e': 0.5652995311603544}",25,10,0.7747696763424345,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.75, 'e': 0.5636486302348394}",25,0,-37.49035720572353,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
488,False,"{'a': 0.75, 'e': 0.561995474715555}",25,9,-25.391733063221913,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
489,False,"{'a': 0.75, 'e': 0.5603400712151211}",25,18,12.973984279676493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.75, 'e': 0.5586824263551494}",20,14,-30.533384841659498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
491,False,"{'a': 0.75, 'e': 0.5570225467662173}",20,0,-60.16554248820813,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
492,False,"{'a': 0.75, 'e': 0.5553604390878408}",25,0,-73.38255115004809,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
493,False,"{'a': 0.75, 'e': 0.5536961099684484}",25,11,-17.142221477387245,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
494,False,"{'a': 0.75, 'e': 0.5520295660653544}",20,8,-44.62163226581308,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 0}",1
495,False,"{'a': 0.75, 'e': 0.5503608140447321}",20,6,3.631839140709701,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.75, 'e': 0.5486898605815875}",30,10,-22.61143619943908,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
497,False,"{'a': 0.75, 'e': 0.5470167123597323}",30,7,-45.22449542600951,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.75, 'e': 0.5453413760717568}",20,12,8.702324750796224,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.75, 'e': 0.5436638584190042}",30,7,-19.23835613660286,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
500,False,"{'a': 0.75, 'e': 0.5419841661115429}",20,0,-45.8348933173963,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
501,False,"{'a': 0.75, 'e': 0.5403023058681397}",20,4,-28.88818151750367,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
502,False,"{'a': 0.75, 'e': 0.5386182844162335}",20,0,-29.147309973978356,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
503,False,"{'a': 0.75, 'e': 0.5369321084919078}",25,0,-58.28242380763734,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
504,False,"{'a': 0.75, 'e': 0.5352437848398639}",20,0,-8.684284830972143,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
505,False,"{'a': 0.75, 'e': 0.5335533202133944}",25,0,-72.97851491047993,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
506,False,"{'a': 0.75, 'e': 0.5318607213743555}",25,5,-87.20732292012717,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",1
507,False,"{'a': 0.75, 'e': 0.5301659950931401}",20,0,-45.982825044591195,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
508,False,"{'a': 0.75, 'e': 0.5284691481486513}",20,3,-7.4922243477091035,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
509,False,"{'a': 0.75, 'e': 0.5267701873282746}",25,0,-60.36446222423498,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
510,False,"{'a': 0.75, 'e': 0.5250691194278508}",25,0,-55.70195044623032,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
511,False,"{'a': 0.75, 'e': 0.5233659512516495}",20,0,-74.74741590617826,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
512,False,"{'a': 0.75, 'e': 0.521660689612341}",20,0,28.63127034096454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.75, 'e': 0.5199533413309696}",20,0,5.555664943921025,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
514,False,"{'a': 0.75, 'e': 0.5182439132369261}",20,0,-13.64789862748741,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
515,False,"{'a': 0.75, 'e': 0.5165324121679207}",25,19,3.572538096702537,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.75, 'e': 0.5148188449699553}",25,0,-100.42884861794309,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
517,False,"{'a': 0.75, 'e': 0.5131032184972965}",20,0,-21.499618086546327,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
518,False,"{'a': 0.75, 'e': 0.5113855396124478}",20,0,-67.71408894854795,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
519,False,"{'a': 0.75, 'e': 0.5096658151861225}",25,0,-39.517415470905505,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
520,False,"{'a': 0.75, 'e': 0.507944052097216}",25,0,-20.009922941853564,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
521,False,"{'a': 0.75, 'e': 0.5062202572327784}",20,0,-81.57338853733921,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
522,False,"{'a': 0.75, 'e': 0.5044944374879867}",25,6,-30.162591157475937,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.75, 'e': 0.5027665997661179}",20,9,14.744930814328416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.75, 'e': 0.5010367509785203}",25,0,-3.139140672577401,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
525,False,"{'a': 0.75, 'e': 0.49930489804458683}",25,0,-22.27153642260195,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
526,False,"{'a': 0.75, 'e': 0.49757104789172696}",20,0,-4.5616225220895705,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
527,False,"{'a': 0.75, 'e': 0.49583520745533893}",20,0,-18.805413115951936,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
528,False,"{'a': 0.75, 'e': 0.4940973836787822}",20,12,5.693409458021201,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.75, 'e': 0.4923575835133495}",25,0,-94.0365558178103,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
530,False,"{'a': 0.75, 'e': 0.4906158139182393}",20,0,-5.2798048513188345,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
531,False,"{'a': 0.75, 'e': 0.4888720818605275}",25,0,-12.91727074703345,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
532,False,"{'a': 0.75, 'e': 0.48712639431514015}",25,2,-5.989983372890153,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
533,False,"{'a': 0.75, 'e': 0.485378758264825}",25,0,-130.92922259318516,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
534,False,"{'a': 0.75, 'e': 0.483629180700124}",25,0,-102.48871348989607,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
535,False,"{'a': 0.75, 'e': 0.481877668619345}",20,0,-72.11673908721174,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
536,False,"{'a': 0.75, 'e': 0.4801242290285341}",35,14,-29.173971469096614,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
537,False,"{'a': 0.75, 'e': 0.47836886894144715}",20,0,9.606070825424665,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.75, 'e': 0.47661159537952236}",20,0,11.789964424675546,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.75, 'e': 0.47485241537185147}",25,0,-11.988896766477914,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
540,False,"{'a': 0.75, 'e': 0.47309133595515224}",25,1,19.53491044938205,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.75, 'e': 0.47132836417373997}",20,1,-64.90638387372046,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
542,False,"{'a': 0.75, 'e': 0.46956350707949945}",20,8,-39.490282557306514,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
543,False,"{'a': 0.75, 'e': 0.4677967717318567}",25,0,-6.1698456323897926,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
544,False,"{'a': 0.75, 'e': 0.46602816519775075}",25,13,13.755764697445255,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.75, 'e': 0.46425769455160537}",30,16,-32.42150871051212,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
546,False,"{'a': 0.75, 'e': 0.4624853668753008}",20,0,-40.58489467992859,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.75, 'e': 0.46071118925814536}",25,15,-10.919512466868438,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.75, 'e': 0.4589351687968472}",20,0,-55.072696350962666,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
549,False,"{'a': 0.75, 'e': 0.45715731259548575}",20,0,16.271336111224688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
550,False,"{'a': 0.75, 'e': 0.45537762776548346}",25,20,7.325061288754146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.75, 'e': 0.4535961214255773}",20,0,-6.7461355001533425,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
552,False,"{'a': 0.75, 'e': 0.4518128007017902}",35,16,8.062539756584414,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.75, 'e': 0.45002767272740274}",20,16,9.772777826897066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.75, 'e': 0.4482407446429244}",20,0,-3.600829836462851,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
555,False,"{'a': 0.75, 'e': 0.4464520235960651}",25,9,3.7443304742609387,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.75, 'e': 0.4446615167417068}",20,10,15.360662223706592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.75, 'e': 0.4428692312418743}",20,0,-49.75280209060653,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
558,False,"{'a': 0.75, 'e': 0.44107517426570736}",20,0,-79.01203626619791,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
559,False,"{'a': 0.75, 'e': 0.43927935298943144}",25,2,-31.45025567894392,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
560,False,"{'a': 0.75, 'e': 0.4374817745963293}",25,6,5.286694439376564,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.75, 'e': 0.4356824462767121}",25,20,9.231982125380188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.75, 'e': 0.43388137522789066}",25,0,-108.02902080063271,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
563,False,"{'a': 0.75, 'e': 0.4320785686541468}",25,0,-52.22798044535977,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
564,False,"{'a': 0.75, 'e': 0.4302740337667045}",25,0,22.454585219881547,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
565,False,"{'a': 0.75, 'e': 0.42846777778370077}",20,2,-6.646805330850603,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
566,False,"{'a': 0.75, 'e': 0.42665980793015723}",35,9,-8.10500499332477,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 0}",1
567,False,"{'a': 0.75, 'e': 0.4248501314379508}",25,9,-42.92697359215974,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
568,False,"{'a': 0.75, 'e': 0.42303875554578513}",25,7,-96.30182207133103,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 2}",1
569,False,"{'a': 0.75, 'e': 0.42122568749916134}",25,14,3.5491478348991867,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.75, 'e': 0.41941093455034917}",35,13,-26.595527071598557,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
571,False,"{'a': 0.75, 'e': 0.41759450395835795}",30,16,-43.15976287108687,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
572,False,"{'a': 0.75, 'e': 0.4157764029889078}",20,5,-13.220380508315985,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
573,False,"{'a': 0.75, 'e': 0.4139566389144}",30,12,-29.074901955449057,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
574,False,"{'a': 0.75, 'e': 0.4121352190138885}",20,13,13.537245689207621,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.75, 'e': 0.4103121505730504}",25,11,23.647931499238968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.75, 'e': 0.40848744088415717}",25,0,-67.06947581420863,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
577,False,"{'a': 0.75, 'e': 0.40666109724604504}",20,0,-151.79047080853664,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
578,False,"{'a': 0.75, 'e': 0.4048331269640863}",30,19,-7.968014110405324,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.75, 'e': 0.4030035373501593}",20,6,-45.46755291375196,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
580,False,"{'a': 0.75, 'e': 0.4011723357226203}",35,17,-21.95182924851838,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
581,False,"{'a': 0.75, 'e': 0.3993395294062732}",25,11,-21.151395162912692,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
582,False,"{'a': 0.75, 'e': 0.39750512573234104}",20,0,-18.025947530144023,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
583,False,"{'a': 0.75, 'e': 0.39566913203843584}",25,10,19.2205591830844,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.75, 'e': 0.3938315556685301}",30,12,23.04393076210934,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.75, 'e': 0.39199240397292684}",20,16,7.985565789768037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.75, 'e': 0.3901516843082303}",25,0,-27.023894359115477,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
587,False,"{'a': 0.75, 'e': 0.38830940403731673}",35,8,-42.320534899042826,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
588,False,"{'a': 0.75, 'e': 0.38646557052930475}",30,0,2.104529636641154,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
589,False,"{'a': 0.75, 'e': 0.38462019115952595}",20,7,22.533354403762562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.75, 'e': 0.38277327330949534}",20,0,-99.79781784491833,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
591,False,"{'a': 0.75, 'e': 0.38092482436688185}",30,3,-10.551776565317581,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
592,False,"{'a': 0.75, 'e': 0.3790748517254788}",30,9,-11.511501834886923,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.75, 'e': 0.37722336278517427}",20,10,-4.122135251879104,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.75, 'e': 0.37537036495192155}",25,2,6.835846502941937,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
595,False,"{'a': 0.75, 'e': 0.37351586563770955}",20,16,6.521363808323948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.75, 'e': 0.371659872260533}",25,3,-28.01949802326735,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
597,False,"{'a': 0.75, 'e': 0.36980239224436295}",30,0,-41.33049951333746,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
598,False,"{'a': 0.75, 'e': 0.367943433019117}",25,4,-81.7890082314029,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 2}",1
599,False,"{'a': 0.75, 'e': 0.36608300202062954}",20,15,3.299016769268165,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.75, 'e': 0.36422110669062213}",35,11,-71.08218608895734,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 0}",1
601,False,"{'a': 0.75, 'e': 0.3623577544766736}",30,9,26.021030953126353,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.75, 'e': 0.3604929528321903}",30,10,9.347193563357827,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
